timestamp,rmssd,coverage,low_frequency,high_frequency
2021-07-07T00:20:00,12.185,0.955,149.994,65.75
2021-07-07T00:25:00,11.52,0.986,862.778,126.402
2021-07-07T00:30:00,12.285,0.922,223.169,47.576
2021-07-07T00:35:00,11.344,0.99,77.585,35.227
2021-07-07T00:40:00,12.854,0.859,321.191,41.578
2021-07-07T00:45:00,22.752,0.968,1638.676,143.584
2021-07-07T00:50:00,34.938,0.973,1803.547,284.075
2021-07-07T00:55:00,27.41,0.961,2069.718,393.26
2021-07-07T01:00:00,30.801,0.993,354.818,181.599
2021-07-07T01:05:00,38.751,0.922,2369.309,624.482
2021-07-07T01:10:00,23.722,1.003,747.194,142.257
2021-07-07T01:15:00,16.648,0.99,576.719,95.256
2021-07-07T01:20:00,16.39,0.918,63.639,77.761
2021-07-07T01:25:00,23.559,1.003,631.369,101.733
2021-07-07T01:30:00,26.954,0.96,1328.943,213.416
2021-07-07T01:35:00,26.961,0.959,657.933,91.795
2021-07-07T01:40:00,24.755,1.001,1759.68,216.714
2021-07-07T01:45:00,19.036,0.987,359.227,91.331
2021-07-07T01:50:00,25.769,0.962,2421.656,126.785
2021-07-07T01:55:00,26.212,0.954,1913.028,112.038
2021-07-07T02:00:00,45.252,0.923,2064.237,434.99
2021-07-07T02:05:00,47.666,1.002,2254.469,538.747
2021-07-07T02:10:00,49.499,1.004,2077.921,634.761
2021-07-07T02:15:00,41.587,1.004,868.357,441.64
2021-07-07T02:20:00,44.532,0.995,2852.43,524.689
2021-07-07T02:25:00,32.234,1.002,834.499,195.345
2021-07-07T02:30:00,31.604,1.002,621.609,248.927
2021-07-07T02:35:00,30.151,0.996,341.063,211.39
2021-07-07T02:40:00,33.972,1.003,477.986,251.691
2021-07-07T02:45:00,35.941,0.999,492.136,243.375
2021-07-07T02:50:00,51.942,0.892,1854.948,370.575
2021-07-07T02:55:00,51.105,1.005,2030.012,465.042
2021-07-07T03:00:00,43.664,1.001,336.334,323.735
2021-07-07T03:05:00,44.949,0.95,4762.125,287.706
2021-07-07T03:10:00,56.438,0.977,1518.437,425.35
2021-07-07T03:15:00,53.812,1.004,1812.415,429.126
2021-07-07T03:20:00,56.481,0.955,2987.851,577.324
2021-07-07T03:25:00,52.687,0.988,1906.606,377.195
2021-07-07T03:30:00,64.397,0.96,3606.163,668.177
2021-07-07T03:35:00,60.53,0.948,8345.863,560.89
2021-07-07T03:40:00,60.773,1.005,3371.63,675.552
2021-07-07T03:45:00,62.517,0.938,2892.11,1036.461
2021-07-07T03:50:00,55.42,0.992,3884.237,697.456
2021-07-07T03:55:00,52.151,1.005,1349.595,556.729
2021-07-07T04:00:00,57.556,1.002,2223.469,590.25
2021-07-07T04:05:00,54.255,0.99,1076.925,632.999
2021-07-07T04:10:00,46.315,1.003,1144.168,529.353
2021-07-07T04:15:00,37.232,1.005,1156.158,277.863
2021-07-07T04:20:00,41.127,0.955,1602.235,350.83
2021-07-07T04:25:00,51.409,0.977,1280.591,559.448
2021-07-07T04:30:00,58.385,0.992,4084.962,639.643
2021-07-07T04:35:00,61.185,0.951,4653.13,695.664
2021-07-07T04:40:00,77.363,0.95,6851.272,1096.969
2021-07-07T04:45:00,72.567,0.959,8475.125,893.151
2021-07-07T04:50:00,81.547,0.957,3641.964,1739.581
2021-07-07T04:55:00,65.942,1.002,1295.725,999.11
2021-07-07T05:00:00,51.545,1.004,497.018,493.188
2021-07-07T05:05:00,63.262,0.873,7152.97,702.998
2021-07-07T05:10:00,76.553,0.965,4212.16,982.375
2021-07-07T05:15:00,65.462,1.001,9813.754,719.46
2021-07-07T05:20:00,68.971,0.968,9920.15,714.999
2021-07-07T05:25:00,56.716,0.968,1199.431,490.792
2021-07-07T05:30:00,31.48,1.005,1631.184,178.004
2021-07-07T05:35:00,50.737,0.933,3397.03,894.53
2021-07-07T05:40:00,68.494,0.99,4835.691,1044.494
2021-07-07T05:45:00,66.029,0.96,3104.49,917.641
2021-07-07T05:50:00,72.671,0.974,3768.663,876.043
2021-07-07T05:55:00,70.237,0.942,1357.989,1006.889
2021-07-07T06:00:00,63.835,0.995,2694.282,826.912
2021-07-07T06:05:00,60.68,1.005,761.875,599.978
2021-07-07T06:10:00,56.899,0.99,2791.944,582.653
2021-07-07T06:15:00,48.457,1.005,636.904,372.922
2021-07-07T06:20:00,54.203,1.0,631.261,407.083
2021-07-07T06:25:00,56.478,0.953,1149.131,478.587
2021-07-07T06:30:00,77.632,0.98,3125.614,1133.67
2021-07-07T06:35:00,64.604,0.999,3330.47,658.736
2021-07-07T06:40:00,62.025,0.997,4006.704,809.777
2021-07-07T06:45:00,72.1,1.003,4370.425,905.492
2021-07-07T06:50:00,66.134,0.945,2415.026,697.032
2021-07-07T06:55:00,66.85,0.94,3830.863,1118.98
2021-07-07T07:00:00,64.358,1.001,2765.869,698.628
2021-07-07T07:05:00,55.184,0.929,3255.733,560.243
2021-07-07T07:10:00,45.749,0.984,3103.666,405.756
2021-07-07T07:15:00,50.882,1.003,3697.877,545.716
2021-07-07T07:20:00,50.604,0.801,4839.446,527.913
