timestamp,rmssd,coverage,low_frequency,high_frequency
2021-05-06T00:40:00,31.56,0.981,1943.384,271.273
2021-05-06T00:45:00,24.261,0.987,1357.043,268.059
2021-05-06T00:50:00,21.792,0.966,251.758,124.311
2021-05-06T00:55:00,18.885,1.004,253.861,81.609
2021-05-06T01:00:00,21.145,1.002,306.619,134.37
2021-05-06T01:05:00,25.772,1.002,445.736,120.1
2021-05-06T01:10:00,20.549,0.916,484.764,80.996
2021-05-06T01:15:00,30.263,1.003,2119.568,363.249
2021-05-06T01:20:00,26.856,0.947,1354.829,293.076
2021-05-06T01:25:00,31.168,0.942,1759.426,213.26
2021-05-06T01:30:00,35.883,0.929,3215.163,251.216
2021-05-06T01:35:00,39.125,0.97,2287.359,419.618
2021-05-06T01:40:00,36.31,1.001,1876.949,429.075
2021-05-06T01:45:00,30.353,1.004,1592.162,249.463
2021-05-06T01:50:00,30.483,1.001,1783.464,233.256
2021-05-06T01:55:00,31.044,0.922,2293.323,245.061
2021-05-06T02:00:00,33.197,0.971,2172.65,296.953
2021-05-06T02:05:00,33.426,0.934,2539.208,207.774
2021-05-06T02:10:00,33.233,0.995,624.338,253.94
2021-05-06T02:15:00,22.449,1.004,148.315,94.662
2021-05-06T02:20:00,17.368,1.002,109.502,70.528
2021-05-06T02:25:00,20.755,1.002,201.013,91.328
2021-05-06T02:30:00,24.55,1.004,316.476,94.271
2021-05-06T02:35:00,26.067,0.863,3241.878,306.668
2021-05-06T02:40:00,27.796,1.003,233.06,117.382
2021-05-06T02:45:00,30.455,0.983,975.132,295.933
2021-05-06T02:50:00,22.072,1.004,181.02,84.692
2021-05-06T02:55:00,22.541,1.002,579.989,92.887
2021-05-06T03:00:00,19.029,1.003,394.098,78.306
2021-05-06T03:05:00,21.587,1.003,358.668,64.331
2021-05-06T03:10:00,45.597,0.9,2359.827,566.151
2021-05-06T03:15:00,38.224,1.003,1475.326,405.439
2021-05-06T03:20:00,27.83,1.002,874.32,206.105
2021-05-06T03:25:00,16.582,0.995,1271.605,44.486
2021-05-06T03:30:00,38.348,0.955,2390.352,386.27
2021-05-06T03:35:00,39.168,0.97,1467.803,249.31
2021-05-06T03:40:00,33.224,1.003,769.879,213.303
2021-05-06T03:45:00,41.245,1.004,2188.576,583.102
2021-05-06T03:50:00,42.023,0.997,1139.64,450.777
2021-05-06T03:55:00,38.593,1.003,1024.772,316.191
2021-05-06T04:00:00,41.973,0.953,6158.02,839.947
2021-05-06T04:05:00,37.907,0.996,2393.327,244.888
2021-05-06T04:10:00,40.661,0.948,1964.44,406.721
2021-05-06T04:15:00,40.954,0.99,3318.116,415.45
2021-05-06T04:20:00,38.402,1.002,2725.705,363.842
2021-05-06T04:25:00,35.937,1.005,2598.098,279.532
2021-05-06T04:30:00,35.414,1.003,1471.207,180.154
2021-05-06T04:35:00,34.434,1.004,1212.447,267.15
2021-05-06T04:40:00,32.499,0.975,283.977,227.149
2021-05-06T04:45:00,38.131,0.982,1650.396,269.439
2021-05-06T04:50:00,35.771,0.99,1881.185,309.078
2021-05-06T04:55:00,46.7,1.001,3753.342,511.116
2021-05-06T05:00:00,39.079,0.952,2558.281,449.413
2021-05-06T05:05:00,52.98,0.974,1497.421,642.604
2021-05-06T05:10:00,34.978,0.983,891.849,206.02
2021-05-06T05:15:00,28.692,0.999,1317.203,41.609
2021-05-06T05:20:00,58.718,0.955,3673.315,790.119
2021-05-06T05:25:00,65.791,0.947,1392.355,891.434
2021-05-06T05:30:00,50.786,0.998,1426.641,569.127
2021-05-06T05:35:00,40.452,1.004,1090.47,325.711
2021-05-06T05:40:00,39.749,0.978,2896.753,382.872
2021-05-06T05:45:00,45.805,0.954,1452.199,464.975
2021-05-06T05:50:00,38.852,1.005,487.168,367.774
2021-05-06T05:55:00,38.957,1.004,1635.018,335.928
2021-05-06T06:00:00,34.548,1.003,728.507,202.854
2021-05-06T06:05:00,30.391,1.003,650.47,194.998
2021-05-06T06:10:00,34.552,0.935,783.733,261.661
2021-05-06T06:15:00,51.057,0.957,4621.72,776.764
2021-05-06T06:20:00,40.672,1.004,748.726,348.179
2021-05-06T06:25:00,59.718,0.907,6015.313,679.065
2021-05-06T06:30:00,61.04,0.927,2131.548,946.844
2021-05-06T06:35:00,69.83,0.963,3972.089,995.611
2021-05-06T06:40:00,45.093,0.921,1648.658,385.874
2021-05-06T06:45:00,36.308,0.99,1529.645,314.364
2021-05-06T06:50:00,39.455,0.966,2470.876,291.076
2021-05-06T06:55:00,64.161,0.855,3504.557,688.173
2021-05-06T07:00:00,55.14,1.001,1547.912,499.393
2021-05-06T07:05:00,66.293,0.988,3071.612,772.487
2021-05-06T07:10:00,63.689,0.929,2360.932,1152.098
2021-05-06T07:15:00,54.74,0.988,1858.731,663.956
2021-05-06T07:20:00,51.928,1.002,3219.544,669.991
2021-05-06T07:25:00,58.242,0.953,4904.135,787.099
