timestamp,rmssd,coverage,low_frequency,high_frequency
2021-05-31T00:15:00,17.428,0.718,786.116,164.916
2021-05-31T00:20:00,14.12,1.001,139.069,41.988
2021-05-31T00:25:00,14.889,0.999,151.314,58.871
2021-05-31T00:30:00,17.864,1.002,101.956,72.604
2021-05-31T00:35:00,16.562,1.001,244.65,74.032
2021-05-31T00:40:00,16.434,1.003,97.239,65.856
2021-05-31T00:45:00,18.109,1.001,305.09,77.312
2021-05-31T00:50:00,17.003,0.894,224.101,92.353
2021-05-31T00:55:00,20.154,0.896,2375.431,155.901
2021-05-31T01:00:00,28.216,1.002,723.94,192.331
2021-05-31T01:05:00,25.44,1.003,1987.889,166.038
2021-05-31T01:10:00,23.248,1.002,557.235,193.108
2021-05-31T01:15:00,19.45,0.869,1437.232,86.541
2021-05-31T01:20:00,14.236,0.893,551.148,42.625
2021-05-31T01:25:00,13.884,0.971,412.689,61.988
2021-05-31T01:30:00,16.933,0.979,358.73,67.731
2021-05-31T01:35:00,23.672,0.879,797.836,93.05
2021-05-31T01:40:00,21.791,1.003,268.56,112.724
2021-05-31T01:45:00,18.349,1.003,199.894,75.362
2021-05-31T01:50:00,19.484,0.932,1163.466,118.624
2021-05-31T01:55:00,14.724,1.0,246.913,54.606
2021-05-31T02:00:00,14.18,1.004,171.145,48.043
2021-05-31T02:05:00,17.91,0.845,1315.444,78.247
2021-05-31T02:10:00,22.47,1.002,605.751,134.859
2021-05-31T02:15:00,16.216,1.002,389.683,66.534
2021-05-31T02:20:00,21.237,0.893,1777.435,115.314
2021-05-31T02:25:00,15.734,1.002,1459.741,54.847
2021-05-31T02:30:00,14.361,1.003,590.831,53.48
2021-05-31T02:35:00,20.289,1.002,1148.295,78.87
2021-05-31T02:40:00,21.279,0.959,595.81,122.718
2021-05-31T02:45:00,17.211,1.003,1087.179,75.003
2021-05-31T02:50:00,23.577,0.945,915.913,155.719
2021-05-31T02:55:00,25.683,0.988,842.163,140.193
2021-05-31T03:00:00,25.767,0.914,1714.768,154.436
2021-05-31T03:05:00,25.866,0.945,1466.01,177.168
2021-05-31T03:10:00,23.556,1.002,293.271,128.136
2021-05-31T03:15:00,22.105,0.923,1722.933,103.671
2021-05-31T03:20:00,19.676,0.915,1045.274,66.631
2021-05-31T03:25:00,18.696,0.987,1090.398,73.865
2021-05-31T03:30:00,17.279,0.847,982.496,59.715
2021-05-31T03:35:00,23.146,1.001,2682.216,128.356
2021-05-31T03:40:00,23.328,0.974,1242.943,159.811
2021-05-31T03:45:00,26.072,0.831,2474.62,96.637
2021-05-31T03:50:00,23.897,1.001,1188.88,192.89
2021-05-31T03:55:00,22.235,1.002,931.348,162.87
2021-05-31T04:00:00,20.016,1.003,163.405,105.099
2021-05-31T04:05:00,24.807,1.002,549.3,241.408
2021-05-31T04:10:00,27.371,0.888,758.141,267.506
2021-05-31T04:15:00,29.685,0.917,2486.737,212.625
2021-05-31T04:20:00,32.212,0.992,3456.565,259.229
2021-05-31T04:25:00,33.177,0.903,2517.153,278.173
2021-05-31T04:30:00,36.969,0.985,1673.734,579.249
2021-05-31T04:35:00,29.162,0.954,1163.727,176.28
2021-05-31T04:40:00,27.705,0.948,1411.432,225.745
2021-05-31T04:45:00,25.619,0.918,1171.482,127.048
2021-05-31T04:50:00,21.414,0.985,784.679,118.221
2021-05-31T04:55:00,25.156,0.948,2527.969,102.868
2021-05-31T05:00:00,29.444,0.943,1775.788,217.159
2021-05-31T05:05:00,26.224,1.004,1216.883,176.479
2021-05-31T05:10:00,18.887,1.002,152.29,82.474
2021-05-31T05:15:00,20.532,1.004,1192.408,144.668
2021-05-31T05:20:00,20.609,0.761,407.234,94.892
2021-05-31T05:25:00,27.048,0.966,2446.461,144.691
2021-05-31T05:30:00,43.324,0.978,2144.924,478.056
2021-05-31T05:35:00,35.99,0.989,1278.759,282.914
2021-05-31T05:40:00,44.301,0.898,1978.746,522.302
2021-05-31T05:45:00,34.578,0.966,1738.52,310.317
2021-05-31T05:50:00,33.62,0.889,1767.376,227.673
2021-05-31T05:55:00,33.793,1.003,1017.227,274.315
2021-05-31T06:00:00,33.122,0.905,1000.438,377.745
2021-05-31T06:05:00,30.685,0.933,1365.045,213.594
2021-05-31T06:10:00,30.971,1.003,1425.651,249.481
2021-05-31T06:15:00,40.179,0.907,1390.105,344.342
