timestamp,rmssd,coverage,low_frequency,high_frequency
2021-05-26T00:00:00,57.01,0.892,2236.57,770.562
2021-05-26T00:05:00,66.041,0.972,1728.174,1015.752
2021-05-26T00:10:00,64.676,1.001,1697.186,706.258
2021-05-26T00:15:00,70.362,0.907,7544.362,1215.269
2021-05-26T00:20:00,55.95,0.981,1577.276,941.016
2021-05-26T00:25:00,60.105,1.003,1851.744,760.146
2021-05-26T00:30:00,57.322,1.005,1099.803,622.676
2021-05-26T00:35:00,66.796,0.943,2441.642,1141.497
2021-05-26T00:40:00,56.159,0.978,1820.954,682.375
2021-05-26T00:45:00,57.867,1.003,662.744,672.13
2021-05-26T00:50:00,58.461,0.958,1619.347,620.177
2021-05-26T00:55:00,81.261,0.878,4857.352,1305.444
2021-05-26T01:00:00,67.094,0.988,6083.862,1199.502
2021-05-26T01:05:00,56.785,1.002,3038.307,815.092
2021-05-26T01:10:00,76.242,0.735,1518.959,721.471
2021-05-26T01:15:00,67.548,1.001,2129.365,868.703
2021-05-26T01:20:00,72.627,0.962,5021.87,1071.606
2021-05-26T01:25:00,68.645,0.953,2890.648,913.738
2021-05-26T01:30:00,68.834,1.003,4089.06,1277.029
2021-05-26T01:35:00,50.596,1.0,2058.087,442.308
2021-05-26T01:40:00,54.073,0.988,1448.188,627.061
2021-05-26T01:45:00,53.83,1.003,570.142,576.79
2021-05-26T01:50:00,67.452,0.944,664.969,559.852
2021-05-26T01:55:00,75.319,0.954,2428.948,917.023
2021-05-26T02:00:00,87.006,0.999,5213.415,1630.016
2021-05-26T02:05:00,65.038,1.003,421.669,716.531
2021-05-26T02:15:00,74.36,0.927,4045.561,1183.154
2021-05-26T02:20:00,61.069,1.001,1189.664,947.737
2021-05-26T02:25:00,69.333,1.004,2042.668,955.185
2021-05-26T02:30:00,95.77,0.964,2142.005,1572.024
2021-05-26T02:35:00,77.454,0.974,1609.232,1221.272
2021-05-26T02:40:00,74.575,0.964,1629.29,909.977
2021-05-26T02:45:00,84.545,0.967,4642.437,1239.169
2021-05-26T02:50:00,88.598,1.004,1659.386,1171.846
2021-05-26T02:55:00,77.561,1.004,891.127,938.787
2021-05-26T03:00:00,71.007,0.965,1858.115,665.727
2021-05-26T03:05:00,70.447,0.999,1124.173,852.407
2021-05-26T03:10:00,67.336,1.003,1158.749,742.614
2021-05-26T03:15:00,86.64,0.959,6571.084,1634.64
2021-05-26T03:20:00,75.728,0.994,1594.971,1028.767
2021-05-26T03:25:00,78.846,0.954,5595.919,1062.05
2021-05-26T03:30:00,84.984,0.955,2482.955,1025.868
2021-05-26T03:35:00,80.288,0.968,3673.985,1127.201
2021-05-26T03:40:00,96.956,0.961,5948.281,2355.177
2021-05-26T03:45:00,66.876,1.001,1679.916,809.084
2021-05-26T03:50:00,55.74,0.994,884.832,492.828
2021-05-26T03:55:00,49.44,1.004,1021.047,457.46
2021-05-26T04:00:00,44.892,1.001,1630.039,461.835
2021-05-26T04:05:00,82.629,0.895,8148.74,2070.684
2021-05-26T04:10:00,70.082,1.003,4803.292,1346.33
2021-05-26T04:15:00,60.505,1.002,1415.551,544.429
2021-05-26T04:20:00,82.341,0.984,1851.3,1070.687
2021-05-26T04:25:00,100.881,0.932,9284.54,2748.533
2021-05-26T04:30:00,73.721,0.951,3421.977,882.583
2021-05-26T04:35:00,82.495,0.942,2496.572,964.423
2021-05-26T04:40:00,83.803,1.003,2929.574,1185.615
2021-05-26T04:45:00,100.0,0.95,1892.359,1578.141
2021-05-26T04:50:00,85.909,0.959,1899.454,1079.089
2021-05-26T04:55:00,85.504,0.965,620.587,904.789
2021-05-26T05:00:00,78.921,1.003,1146.638,1127.694
2021-05-26T05:05:00,88.818,0.963,5846.94,1804.367
2021-05-26T05:10:00,88.684,0.951,2441.045,1371.426
2021-05-26T05:15:00,75.377,0.965,3608.044,1610.945
2021-05-26T05:20:00,73.234,1.0,656.388,839.324
2021-05-26T05:25:00,77.206,0.987,1227.093,942.656
2021-05-26T05:30:00,92.354,0.953,1580.912,1112.705
2021-05-26T05:35:00,80.219,0.999,2449.615,1046.842
2021-05-26T05:40:00,85.88,0.945,4510.736,1262.138
2021-05-26T05:45:00,81.664,1.001,3342.795,1082.404
2021-05-26T05:50:00,95.295,1.004,7362.748,2095.107
2021-05-26T05:55:00,100.382,0.956,1421.682,1744.687
2021-05-26T06:00:00,99.388,0.944,1468.281,1071.97
2021-05-26T06:05:00,125.522,0.995,2895.387,2693.517
2021-05-26T06:10:00,91.053,0.937,6728.197,1294.362
2021-05-26T06:25:00,112.786,0.954,6118.889,2276.497
2021-05-26T06:30:00,103.92,1.005,11852.992,1727.217
2021-05-26T06:40:00,87.834,0.986,2205.233,1471.23
2021-05-26T06:45:00,88.088,1.006,1493.28,1422.684
2021-05-26T06:50:00,100.385,0.995,10376.11,1975.434
2021-05-26T06:55:00,86.359,0.982,3571.59,1620.873
2021-05-26T07:00:00,86.283,0.944,1875.839,1639.461
2021-05-26T23:55:00,41.946,0.988,1176.322,302.881
